[2026-04-26T00:00:30.751Z] GET https://www.trymore-inc.jp/recruit/ → pending (?ms, ?B)
[2026-04-26T00:10:14.154Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15318&AID=211&zx=g2cu6bf05ujl&t=1 → 200 (407ms, 13B)
[2026-04-26T00:10:14.155Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15319&AID=211&zx=opkbf9qpgxhx&t=1 → 200 (406ms, 13B)
[2026-04-26T00:10:14.620Z] GET https://www.wildriftfire.com/images/items/black-cleaver.png → 200 (183ms, 2458B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/bloodthirster.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/chempunk-chainsword.png → 200 (182ms, 2314B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/deaths-dance.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/duskblade-of-draktharr.png → 200 (189ms, 4803B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/eclipse.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/edge-of-night.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/essence-reaver.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/experimental-hexplate.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/guardian-angel.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/guinsoos-rageblade.png → pending (?ms, ?B)
[2026-04-26T00:10:14.626Z] GET https://www.wildriftfire.com/images/items/hullbreaker.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/immortal-shieldbow.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/infinity-edge.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/kraken-slayer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/magnetic-blaster.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/manamune.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/maw-of-malmortius.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/mortal-reminder.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/muramana.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/navori-quickblades.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/phantom-dancer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/runaans-hurricane.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/serpents-fang.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/seryldas-grudge.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/soul-transfer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/spear-of-shojin.png → pending (?ms, ?B)
[2026-04-26T00:10:14.627Z] GET https://www.wildriftfire.com/images/items/stormrazor.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/terminus.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/the-collector.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/trinity-force.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/wits-end.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/youmuus-ghostblade.png → pending (?ms, ?B)
[2026-04-26T00:10:14.628Z] GET https://www.wildriftfire.com/images/items/steraks-gage.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/titanic-hydra.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/riftmaker.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/rabadons-deathcap.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/void-staff.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/ludens-echo.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/crown-of-the-shattered-queen.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/cosmic-drive.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/archangels-staff.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/nashors-tooth.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/morellonomicon.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/lich-bane.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/rylais-crystal-scepter.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/seraphs-embrace.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/rod-of-ages.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/malignance.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/horizon-focus.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/infinity-orb.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/mejais-soulstealer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/awakened-soulstealer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/bandle-fantasy.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/oceanids-trident.png → pending (?ms, ?B)
[2026-04-26T00:10:14.637Z] GET https://www.wildriftfire.com/images/items/psychic-projector.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/frozen-heart.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/dead-mans-plate.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/force-of-nature.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/dawnshroud.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/fimbulwinter.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/heartsteel.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/overlords-bloodmail.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/radiant-virtue.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/winters-approach.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/amaranths-twinguard.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/kaenic-rookern.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/hollow-radiance.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/yordle-trap.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/ardent-censer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/harmonic-echo.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/imperial-mandate.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/knights-vow.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/redemption.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/staff-of-flowing-water.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/locket.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/relic-shield.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/spectral-sickle.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/berserkers-greaves.png → pending (?ms, ?B)
[2026-04-26T00:10:14.638Z] GET https://www.wildriftfire.com/images/items/mercurys-treads.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/plated-steelcaps.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/ionian-boots-of-lucidity.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/boots-of-mana.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/gluttonous-greaves.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/galeforce.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/glorious.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/goredrinker.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/protobelt.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/quicksilver.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/stasis.png → pending (?ms, ?B)
[2026-04-26T00:10:14.639Z] GET https://www.wildriftfire.com/images/items/gargoyle.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/items/stridebreaker.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/items/veil.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/electrocute.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/aery.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/conqueror.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/fleet-footwork.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/grasp-of-the-undying.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/aftershock.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/lethal-tempo.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/first-strike.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/glacial-augment.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/arcane-comet.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/dark-harvest.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/phase-rush.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/empowerment.png → pending (?ms, ?B)
[2026-04-26T00:10:14.645Z] GET https://www.wildriftfire.com/images/runes/chain-assault.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/sudden-impact.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/psychic-wave.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/scorch.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/shield-bash.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/cheap-shot.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/empowered-attack.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/tyrant.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/eyeball-collector.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/ingenious-hunter.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/zombie-ward.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/brutal.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/gathering-storm.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/triumph.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/coup-de-grace.png → pending (?ms, ?B)
[2026-04-26T00:10:14.646Z] GET https://www.wildriftfire.com/images/runes/giant-slayer.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/last-stand.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/legend-alacrity.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/legend-bloodline.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/courage-of-the-colossus.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/font-of-life.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/nullifying-orb.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/unshakeable.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/loyalty.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/second-wind.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/overgrowth.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/perseverance.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/revitalize.png → pending (?ms, ?B)
[2026-04-26T00:10:14.647Z] GET https://www.wildriftfire.com/images/runes/demolish.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/hextech-flashtraption.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/item-crafting.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/sweet-tooth.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/axiom-arcanist.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/celerity.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/futures-market.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/transcendence.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/ixtali-seedjar.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/manaflow-band.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/nimbus-cloak.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] GET https://www.wildriftfire.com/images/runes/bone-plating.png → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15320&AID=227&zx=is9z7gv7lils&t=1 → pending (?ms, ?B)
[2026-04-26T00:10:14.648Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15321&AID=227&zx=1u8r36xvvuhm&t=1 → 200 (145ms, 13B)
[2026-04-26T00:10:14.650Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15322&AID=227&zx=9r9jsxb5p8pw&t=1 → 200 (148ms, 13B)
[2026-04-26T00:10:15.005Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15323&AID=254&zx=9329lftqbrze&t=1 → 200 (172ms, 13B)
[2026-04-26T00:11:14.586Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&RID=rpc&SID=v8uq4Bf24MuvIq_eFbD6Cw&AID=257&CI=0&TYPE=xmlhttp&zx=65qzfss0wmmh&t=1 → 200 (409ms, ?B)
[2026-04-26T00:11:15.010Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=9XhWyHrTznvAjEFjldzXV38XMn0cPPgjQNha8T21OMh7grdb8FOd6g&SID=v8uq4Bf24MuvIq_eFbD6Cw&RID=15324&TYPE=terminate&zx=goq4gefwqf88 → 200 (246ms, ?B)
[2026-04-26T00:11:52.860Z] GET file:///D:/Flutter%20ERjanKG/site/index.html → 200 (2ms, 193943B)
[2026-04-26T00:11:52.874Z] GET file:///D:/Flutter%20ERjanKG/site/styles.css → 200 (1ms, 153322B)
[2026-04-26T00:11:52.874Z] GET file:///D:/Flutter%20ERjanKG/site/i18n.js → 200 (4ms, 53136B)
[2026-04-26T00:11:52.874Z] GET https://www.gstatic.com/firebasejs/10.12.2/firebase-app-compat.js → 200 (9ms, 31444B)
[2026-04-26T00:11:52.874Z] GET https://www.gstatic.com/firebasejs/10.12.2/firebase-auth-compat.js → 200 (31ms, 139582B)
[2026-04-26T00:11:52.874Z] GET https://www.gstatic.com/firebasejs/10.12.2/firebase-firestore-compat.js → 200 (35ms, 341174B)
[2026-04-26T00:11:52.874Z] GET https://www.gstatic.com/firebasejs/10.12.2/firebase-storage-compat.js → 200 (10ms, 40329B)
[2026-04-26T00:11:52.874Z] GET https://ddragon.leagueoflegends.com/cdn/14.24.1/img/champion/Sion.png → 200 (3ms, 26066B)
[2026-04-26T00:11:52.874Z] GET https://www.wildriftfire.com/images/items/thornmail.png → 200 (3ms, 5681B)
[2026-04-26T00:11:52.874Z] GET https://www.wildriftfire.com/images/items/blade-of-the-ruined-king.png → 200 (33ms, 3238B)
[2026-04-26T00:11:52.874Z] GET https://www.wildriftfire.com/images/items/sunfire-aegis.png → 200 (41ms, 3270B)
[2026-04-26T00:11:52.874Z] GET https://www.wildriftfire.com/images/items/liandrys-torment.png → 200 (42ms, 3182B)
[2026-04-26T00:11:52.874Z] GET https://www.wildriftfire.com/images/items/divine-sunderer.png → 200 (42ms, 2218B)
[2026-04-26T00:11:52.874Z] GET file:///D:/Flutter%20ERjanKG/site/cms.js → 200 (6ms, 163841B)
[2026-04-26T00:11:52.874Z] GET file:///D:/Flutter%20ERjanKG/site/app.js → 200 (7ms, 310372B)
[2026-04-26T00:11:52.874Z] GET file:///D:/Flutter%20ERjanKG/site/draft.js → 200 (9ms, 130661B)
[2026-04-26T00:11:52.922Z] GET https://docs.google.com/spreadsheets/d/e/2PACX-1vQnqVwUluQiuho1Wj6A3tZRvDJsLlyAZYmg0soWy4EJ_Un00P8e3Y2EAo3Iv6KvMm5HPwce_0AnzPfb/pub?gid=0&single=true&output=tsv → pending (?ms, ?B)
[2026-04-26T00:11:52.979Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&RID=15685&CVER=22&X-HTTP-Session-Id=gsessionid&zx=1kjlapechqzg&t=1 → 200 (442ms, 54B)
[2026-04-26T00:11:53.423Z] GET https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&RID=rpc&SID=Q7AvcgIL05k1Qr0lq_AYuQ&AID=0&CI=0&TYPE=xmlhttp&zx=p6icettktrkw&t=1 → pending (?ms, ?B)
[2026-04-26T00:11:54.081Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15686&AID=211&zx=sb2rjkcwvskh&t=1 → 200 (234ms, 13B)
[2026-04-26T00:11:54.317Z] POST https://firestore.googleapis.com/google.firestore.v1.Firestore/Listen/channel?VER=8&database=projects%2Fwildrift-stats-600c0%2Fdatabases%2F(default)&gsessionid=NQkt4iY040KPKsVgN0ckgkpJpsxGFeK9UT7E4cCD6yUKP6zKC13lsg&SID=Q7AvcgIL05k1Qr0lq_AYuQ&RID=15687&AID=212&zx=lpc0itt61o7q&t=1 → 200 (190ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/black-cleaver.png → 200 (35ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/bloodthirster.png → 200 (36ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/chempunk-chainsword.png → 200 (37ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/deaths-dance.png → 200 (38ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/duskblade-of-draktharr.png → 200 (39ms, ?B)
[2026-04-26T00:11:54.552Z] GET https://www.wildriftfire.com/images/items/eclipse.png → 200 (39ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/edge-of-night.png → 200 (37ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/essence-reaver.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/experimental-hexplate.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/guardian-angel.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/guinsoos-rageblade.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/hullbreaker.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/immortal-shieldbow.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/infinity-edge.png → pending (?ms, ?B)
[2026-04-26T00:11:54.555Z] GET https://www.wildriftfire.com/images/items/kraken-slayer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/magnetic-blaster.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/manamune.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/maw-of-malmortius.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/mortal-reminder.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/muramana.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/navori-quickblades.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/phantom-dancer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/runaans-hurricane.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/serpents-fang.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/seryldas-grudge.png → pending (?ms, ?B)
[2026-04-26T00:11:54.556Z] GET https://www.wildriftfire.com/images/items/soul-transfer.png → pending (?ms, ?B)
[2026-04-26T00:11:54.569Z] GET https://www.wildriftfire.com/images/items/spear-of-shojin.png → pending (?ms, ?B)
